codbarras;descrip
7597467000269;GUANTES DE VINIL/NITRILO T. L X 100 PLUSMEDIC
7597467000252;GUANTES DE VINIL/NITRILO T. M X 100 PLUSMEDIC
7597467000245;GUANTES DE VINIL/NITRILO T. S X 100 PLUSMEDIC
7597467000061;GUANTES ESTERIL #6.5 CAJA X 50 PLUSMEDIC
7597467000078;GUANTES ESTERIL #7 CAJA X 50 PLUSMEDIC
7597467000085;GUANTES ESTERIL #7.5 CAJA X 50 PLUSMEDIC
7597467000092;GUANTES ESTERIL #8 CAJA X 50 PLUSMEDIC
7597467000108;GUANTES ESTERIL #8.5 CAJA X 50 PLUSMEDIC
7597467000160;GUANTES LATEX TALLA L CAJA X 100 PLUSMEDIC
7597467000153;GUANTES LATEX TALLA M CAJA X 100 PLUSMEDIC
7597467000146;GUANTES LATEX TALLA S CAJA X 100 PLUSMEDIC
5588752159061;GUANTES QUIRURGICOS ESTERIL NO 7.0 X 50 PARES
7802600305041;GUANTES QUIRURGICOS ESTERIL NO 7.5 X 50 PARES
7802600305058;GUANTES QUIRURGICOS ESTERIL NO 8.0 X 50 PARES
7597467002096;"GUATA ORTOPEDICA PROMEINT 8X3"" X 6 PLUSMEDIC"
7591955001301;GULAPER GOTAS PED X 30 ML KLINOS
7591955001295;GULAPER JBE PED X 120 ML KLINOS
7598578000520;GYNO CLONEDAC 50G CREMA VAGINAL DAC55
7591585115911;GYNODERAIN CRM VAG X 60G GENVEN
7591585115942;GYNODERAIN VAG X 6 OVULOS GENVEN
7591585119131;GYNOMET 15%-4% CREM VAG X 40 GENVEN
7401078990201;GYNOTRAN X 7 CREMA VAGINAL EXELTIS
7401078990089;GYNOTRAN X 7 ÓVULOS EXELTIS
7592349844757;GYNOVIT DUCHA VAGINAL X 130mL VARGAS
8906089281182;HALOPERIDOL 5MG X 100 TABLETAS JMW
7597134002213;HEDERIN JBE 120 ML ABEJITA
7591619102016;HELAL 200MG X 2 COMP ROEMMERS
7599028000459;HEMORROIMED (CREMA HEMORROIDES) 30 G LYA
7592349722963;HENOVIC GTA X 30 ML VARGAS
7592601100423;HEPAFOL  B12 TAB X 30 MEYER
7592601301851;HEPAFOL FORTE JBE X 120ML MEYER
7592601301868;HEPAFOL FORTE JBE X 240ML MEYER
7592601301592;HEPAFOL JBE X 120ML MEYER
7591585216892;HEPAGRAS 120MG X 30 CAPS LETI
18904187884240;HEPAROID HEPARINA 250 UI/G X 30G GEL TOPICO T
7592803002372;HEPROX 0,4 MG X 30 CAP DOLLDER
7591619519166;HEXANT ELIXIR 120ML (AMBROXOL CLORH) KLINOS
7591519317398;HEXOMEDINE COLUTORIO 30G CALOX
7596855000010;HIDRALIT SAB. COCO SOL ORAL 500ML
7596855000034;HIDRALIT SAB. FRESA SOL ORAL 500ML
7596855000041;HIDRALIT SAB. UVA SOL ORAL 500ML
7703333007458;HIDRIBET 10 % LOCION FCO 125ML MEDIHEALTH
7598981002685;HIDROCLOROTIAZIDA 12,5MG X 30 TAB VITALPHARMA
7598813000506;HIDROCLOROTIAZIDA 12.5MG X 10 TAB MM
7591585172686;HIDROCLOROTIAZIDA 12.5MG X 30 COMP LETI
7598252101727;HIDROCLOROTIAZIDA 12.5MG X 30 TAB DISTRILAB
7598800000212;HIDROCLOROTIAZIDA 12.5MG X 30 TAB JD PHARMA
6942189304170;HIDROCLOROTIAZIDA 25MG X10 TAB KMPLUS
6942189304187;HIDROCLOROTIAZIDA 50MG X 10 TAB KMPLUS
8904180212753;HIDROCORTISONA (CORTIVID) 500MGX1AMPIV/IM JMW
7597758000695;HIDROCORTISONA 500 MG AMP IM/IV ALESS
7598252101031;HIDROCORTISONA 500 MG VIAL /IV DISTRILAB
6942189304309;HIDROCORTISONA CREM 1% X 15 G KMPLUS
7598981000957;HIDROCORTISONA SUCCINATO 500 MG  IV/IM JMW
7703712035485;HIDROX AL. HIDROXI SIMETI X 360ML  QUALITYMED
7703712030091;HIDROX AL.HIDROXI  SIMETI X 150ML QUALITYMED
7597758000701;HIOSCINA BUTILBRO 20MG IM/IV X 5 AMP  ALESS
18906047595440;HIOSCINA BUTILBRO/ACETA10/325MG X 100 TAB JMW
7592946000075;HIPERSAN CAP X 90 (HIPERTENSION) ARCO IRIS
7751940001307;HIRUDOID GEL X 40 GR CIFARMA
7751940001321;HIRUDOID POMADA X 40 GR CIFARMA
7591020008112;HISTALER JBE X 60ML VALMORCA
7591020008518;HISTALER TAB 5MG X 10 TAB VALMORCA
7591020008532;HISTALER TAB 5MG X 30 VALMORCA
7599028000671;HOJAS DE SEN 5 G LYA
7597467000924;HOJILLA DE BISTURI NRO 10 PLUSMEDIC
7597467000917;HOJILLA DE BISTURI NRO 11 PLUSMEDIC
7597467000931;HOJILLA DE BISTURI NRO 15 PLUSMEDIC
7597467000948;HOJILLA DE BISTURI NRO 20 PLUSMEDIC
7597467000955;HOJILLA DE BISTURI NRO 23 PLUSMEDIC
7703332003680;HYALIX GEL TUBO 60 G MEDIHEALTH
7593090001369;HYALOIDE 25MG SOL. X1 AMP
7705323123117;IBANDROMET 150MG TAB RECS X 1 MEYER
7591020009294;IBECAR 150 MG TAB X 30 VALMORCA
7591020009317;IBECAR 300MG TAB X 30 VALMORCA
7591519008869;IBUCAF 200-30 MG X 10 TABLETAS CALOX
7591020008044;IBUCOLVAL 400MG-4MG X 10 TAB VALMORCA
7591020008051;IBUCOLVAL 400MG-4MG X 20 TAB GENCER
7591020008648;IBUCOLVAL 600MG-4MG X 20 TAB GENCER
7592806131123;IBUFENAC 400MG X 10 CAPS RONAVA
8906112611856;IBUPRA 800MG X 10 TAB ADN MEDICAL
8904180212913;IBUPROF.PARACET.CAFEINA(CEPROCAF) X 20TAB JMW
7598813000476;IBUPROFENO + TIOCOLCH  600MG / 4MG X10 TAB MM
8904306502089;IBUPROFENO - IFEN 200MG X 100 TAB PRISM
8904306502096;IBUPROFENO - IFEN 400MG X 100 TAB PRISM
8904306502102;IBUPROFENO - IFEN 600MG X 100 TAB PRISM
8904306503611;IBUPROFENO 100 MG/ 5ML (PRIBU) X 60 ML PRISM
7703712030527;IBUPROFENO 100 MG/5ML SUSP QUALITYMED
7592454891196;IBUPROFENO 200 MG TAB X 10  LA SANTE
7592454003421;IBUPROFENO 200MG X5TAB DISP (20BLIST) LA SANT
7591519001525;IBUPROFENO 400 MG TAB X 20 CALOX
7591585277602;IBUPROFENO 400 MG X 10 CR LETI
7598981000575;IBUPROFENO 400 MG X 100 TABLETAS JMW
7597758000176;IBUPROFENO 400MG X 10 TAB ALESS
7594000850534;IBUPROFENO 400MG X 10 TAB BIOQUIMICA
720524031204;IBUPROFENO 400MG X 10 TAB LATTAN
7594001101123;IBUPROFENO 400MG X 10 TAB PLUSANDEX
7594000850565;IBUPROFENO 400MG X 20 TAB BIOQUIMICA
7591519007107;IBUPROFENO 600 MG TAB X 10 CALOX
7591585177698;IBUPROFENO 600 MG X 10 CR LETI
6942189304262;IBUPROFENO 600 MG X 10 TAB KMPLUS
7592349001815;IBUPROFENO 600 MG X 10 TAB VARGAS
7598981002555;IBUPROFENO 600 MG X 30 TAB JMW
7592454153928;IBUPROFENO 800 MG TAB X 10  LA SANTE
6942189304279;IBUPROFENO 800 MG X 10 TAB KMPLUS
7598813000162;IBUPROFENO CAPS 400 X 10 TAB MM
7594000850466;IBUPROFENO PED SUSP 120ML BIOQUIMICA
7592616221014;IBUPROFENO SUSP 100 MG/ 5ML X 60 ML KIMICEG
7592454003353;IBUPROFENO SUSP 100 MG/ 5ML X 60 ML LA SANTE
7591585277701;IBUPROFENO SUSP 100 MG/ 5ML X 90 ML LETI
6942189530166;IBUPROFENO SUSP/ORAL PED 100MG/5ML 100ML KMPL
7598813000551;IBUPROFENO TAB 200 MG X 10 MM
8904306503468;IBUPROFENO+TIOCOLCH 600/4MG (TIFEN) X10 TAB
7592349001921;IBUPROFENO- TIOCOLCHISIDO  600MG -4MG VARGAS
7592601201205;IBUTAN 200 MG/5ML SUSP 60 ML MEYER
7592601200215;IBUTAN TAB 200 MG X 10 TAB MEYER
7592601200208;IBUTAN TAB 400 MG X 10 MEYER
7592601200536;IBUTAN TAB 600 MG X 10 MEYER
7592601301783;IBUTANCOL 400 MG- 4MG X 10 TAB MEYER
7592601001188;IBUTANCOL 600 MG- 4MG X 10 TAB MEYER
7592601001195;IBUTANCOL 600 MG- 4MG X 20 TAB MEYER
7592601303121;IBUTANFEM 400MG-20MG X 10 TAB MEYER
7592601000105;IBUTANFEM 400MG-20MG X 20 TAB MEYER
7592601000112;IBUTANFEM 400MG-20MG X 30 TAB MEYER
7592601301622;IBUTANMIGRA TABLETAS X 10 MEYER
7592601301653;IBUTANMIGRA TABLETAS X 20 MEYER
7592432900322;IBUVAX FEM 200MG - 30MG X 10 CGB VIVAX
7592803001498;IDOXEN 150 MG X 10 CAP DOLLDER
7592803001504;IDOXEN 75 MG CAP L.P X 10 DOLLDER
7592803002235;IDOXEN 75 MG CAP L.P X 30 DOLLDER
7592601100621;IMAZOL 1% CREMA VAGINAL X 50GR  MEYER
7592601100454;IMAZOL 1% CREMA X 20GR  MEYER
7592601100447;IMAZOL 1% SPRAY X 25ML MEYER
7592601100485;IMAZOL CAP BLANDA VAGINAL X6 X100MG MEYER
7592601110590;IMAZOL POLVO AL 1% X 20 GR MEYER
7592601100461;IMAZOL SOL AL 1% X 20 ML  MEYER
7592601100478;IMAZOL TAB VAGINAL X6 X100MG MEYER
75971199;IMIPENEM+CILASTATINA 500MG AMP (PENASTIM)
7703763093168;INFLAPRED 10MG/1ML OFT FCO X 5ML PHARMETIQUE
7592803003874;INIBIL 20MG COMP X 14 DOLLDER
7592803003898;INIBIL 40MG COMP X 14 DOLLDER
612197877770;INMUNEX PLUS POLVO VAINI LATTE X 131G MEGALAB
7591818114001;IPALAT 1% CREMA COFASA
7730698013695;IPATRIXAIR 20MCG/DOSIS X 200 AERO INH KLINOS
7594001100416;IPROXIN COMP 500 MG X 12 PLUSANDEX
7591519001075;IRBESARTAN 150 MG X 28 TAB CALOX
7591519007145;IRBESARTAN 150MG TAB X 7 CALOX
8903726227039;IRBESARTAN 150MG X 30 TAB BIUMAK
7591519001082;IRBESARTAN 300 MG X 28 TAB CALOX
7750215008744;IRBESARTAN 300MG X 50 TAB PORTUGAL
7591243826425;ISOSPRAY 0,50% - 0,03% COLUTORIO 30ML BIOTECH
7591243826463;ISOSPRAY 2MG-1,5MG  SABOR MIEL-LIMON BIOTECH
7591243826494;ISOSPRAY PLUS 0,15%-0,25% SOL X 180ML BIOTECH
736372230256;ISOXSUPRINA 5MG/2ML IM/IV X 10 AMP GLOBAL MED
7592454001182;ITISONA CREMA 0,1% X 30 GRS LA SANTE
7598176000229;ITRACONAZOL 100MG X 10 TAB ANGELUS
18904187887845;ITRASEC 33.33MG/166.60MG X 10 CAPS TIARES
7591243826814;IVAGAN FORTE 650MG X 100 TABS BIOTECH
7591243826777;IVAGAN FORTE TAB 650MG X 10 BIOTECH
7591243826708;IVAGAN TAB 450MG X 10 BIOTECH
7591585112712;IZABAN 25 MG X 30 COMP REC LETI
17595751000541;IZYCLEAN PAñO ABSORBENTE X2UND
17595751000534;IZYCLEAN PAñO MULTIUSO X 3 UND
7593090001185;JARABE DE JENGIBRE Y MIEL X 120ML  FC PHARMA
7593090002205;JARABE DE PASSIFLORA X 120ML  FC PHARMA
7591616000766;JARABE LAMEDOR COMPUESTO 120 CC  BIOFARCO
7591616000803;JARABE RABANO YODADO 120 CC  BIOFARCO
7591616000841;JARABE ZARZAPARRILLA 120 CC BIOFARCO
7703153035693;JARIT 100 MG X 30 CAP VIVAX
7592946056003;JENGIBRE-MIEL X 120CC ARCO IRIS
7597467002027;JERINGA 0.3CC C/AGUJA INTEG. 31G X 5/16 PLUS
7597467002010;JERINGA 0.5CC C/ AGUJA INTEG. 30G X1/2 PLUS
7597467000023;JERINGA 10CC 21X1 1/2¨ X1 CAJA X 100 PLUSMEDI
732064573236;JERINGA 10ML LUER LOCK C/AGUJA CAJA X 100
732064573137;JERINGA 1ML LUER SLIP C/AGUJA CAJA X 100 BRIU
7597467000016;JERINGA 20CC 21X1 1/2¨CAJA X 50  PLUSMEDIC
7597467000047;JERINGA 3CC 21X1 1/2¨ X1 CAJA X 100 PLUSMEDIC
7597467000443;JERINGA 3CC 22GX1¨ CAJA X 100 PLUSMEDIC
732064573168;JERINGA 3ML LUER LOCK C/AGUJA CAJA X 100
7597467000030;JERINGA 5CC 21X1 1/2¨ X1 CAJA X 100 PLUSMEDIC
732064573199;JERINGA 5ML LUER LOCK C/AGUJA CAJA X 100
723592772970;JERINGA DE EXTRACCION DE SANGRE 21 GR CJ X 25
5588752159535;JERINGA DE PLASTICO DESECHABLE 1ML X 100 UNID
7802600305027;JERINGA DE PLASTICO DESECHABLE 3 ML X100 UNID
7802600305010;JERINGA DE PLASTICO DESECHABLE 5ML X 100 UNID
7597467001679;JERINGA TOMMY 60CC PUNTA PARA CATETER X25 PLU
7591821802995;KALMAX COMPOSITUM TAB MAST X 10-F FARMA
7592601201137;KAPET TAB 75MG X 14 MEYER
7592601201175;KAPET TAB 75MG X 30 MEYER
7591818716694;KATIVIL 1g/10ml SOL.X  120 ml S/AZUCAR COFASA
7591818000205;KATIVIL 1g/10ml SOL.X  90 ml S/AZUCAR COFASA
7591619000749;KELAC 10mg X 10 TAB SUB KLINOS
7594000491218;KELAC AMP 30 MG / ML X 1 AMP KLINOS
7591619000312;KELAC AMP 30 MG / ML X 3 AMP KLINOS
7591955001370;KELFEN 100 MG X 20 COMP ROEMMERS
7591955001660;KELFEN 50 MG X 10 CAP. ROEMMERS
7591955001677;KELFEN GEL 2.5% X 30GR. ROEMMERS
733739100191;KELP 150 MCG X 200 TAB NOW
7441026002099;KEPPRA 1000MG X 30 TABLETAS RECUBIERTAS
7441026001979;KEPPRA 100MG/ML 300 ML FARMA
7441026001986;KEPPRA 500 MG X 30 TABLETAS RECUBIERTAS FARMA
7591196006127;KEPRORET 1 MG/MLSUSP. X 120 ML OFTALMI
7592349722949;KETAZOL 2% CHAMPU X 60ML VARGAS
7592349429787;KETAZOL 20mg/g CREMA x 15g VARGAS
7592349430677;KETAZOL 400MG x 3 OVULO VARGAS
8904306503291;KETOCONAZOL (KURAZOL) SHAMPO 100 ML PRISM
7750215003817;KETOCONAZOL CREMA 2% X 20GR PORTUGAL
7598981000971;KETOPROFE 100MG/2ML X1AMP (UM10(PROFEKOT) JMW
7598813000315;KETOPROFENO 100MG  2/ML IV/IM CJ X 10 AMP
6921875011899;KETOPROFENO 100MG 10ML IV AMP KMPLUS
7591519000139;KETOPROFENO 100MG X 10 CAP CALOX
7591519003246;KETOPROFENO 100MG X 20 CAP CALOX
7591585171993;KETOPROFENO 100MG X 20 CAP LETI
8904187861770;KETOPROFENO 100MG X10 AMP IV/IM TIARES
7591818131039;KETOPROFENO 100MG/2ML AMP IM  X 1 COFASA
736372827364;KETOPROFENO 100MG/2ML I.M/I.V  X1 AMP GLOBAL
7591585170781;KETOPROFENO 100MG/2ML X 2 AMP GENVEN
7591519050905;KETOPROFENO 50MG X 12 CAP CALOX
7598981001145;KETOPROFENO IM/IV 100MG/2ML X 10 AMP JMW
7591818136058;KETOPROFENO TAB 100MG X 10 COFASA
7594001101178;KETOPROFENO TAB 100MG X 10 PLUSANDEX
7591585117793;KETOREL 10MG X20 COMP ORODISP LETI
7591585217875;KETOREL 30MG X 1 AMP LETI
7591585117885;KETOREL 30MG X4 COMP ORODISP LETI
8904180213002;KETOROLAC TROMETA.10MG X10 TAB (SUBROLAC) JMW
8904187828292;KETOROLAC TROMETAM.30MG/ML X10 AMP IM/IV ADN
7591821102026;KIDCAL TUTTI-FRUTTI SUSP X 180 ml  FARMA
7597467000184;KIT PARA NEBULIZAR ADUL PLUSMEDIC  X 1UND
7597467000177;KIT PARA NEBULIZAR PED PLUSMEDIC  X 1UND
7593862000071;KIT VIAJERO (DESMAQUILLANTE Y TONICOS) BASTT
7592454153911;KLAFENAC R 100MG X 10TAB PHARMETIQUE
7591062011811;KLAS 100MG X 20 CAP ELMOR
7591619519111;KLINCOSAL MAST. SABOR UVA X 30 TAB KLINOS
788070698777;KLOZENA 0.5MG X 30 COMP SNC PHARMA
788070698784;KLOZENA 2MG X 30 COMP SNC PHARMA
7594000851678;L-CARNITINA 1G / 10ML SOL. ORAL BIOQUIMICA
7593090001123;L-CARNITINA 1G/10ML  JBE 120ML FC
685239846928;L-CARNITINE 30 CAPS NATURISTIK
685239846935;L-CARNITINE 60 CAPS NATURISTIK
733739107961;L-TAURINE 500MG X 100 CAP NOW
7591016205716;LA CAMPESINA LECHE EN PVO 800GRS X 1NESTLE
7591196000286;LACRIDOS SOL OFT X 15 ML 0.1% OFTALMI
7591196004208;LACRIFORT SOL OFTALMICA X 15ML OFTALMI
7891058018634;LACTACYD  PRO-BIO 200ML JABON INTIMO SAN
7703281000365;LACTIBON FEM LOCION X 240 ML MEDIHEALTH
7703332003352;LACTIBON LOCIÓN FCO X 120 ML MEDIHEALTH
7703281004325;LACTIBON SYNDET BARRA X 120 G MEDIHEALTH
8906081308849;LACTIFEM-PREBIOT VAGIN. LACTOS MONOHID 1200MG
7596855001031;LACTOVAC 12ML SABOR FRESA PROBIOTIC
7596855000027;LACTOVAC 12ML SABOR ORIGINAL PROBIOTIC
7591818716861;LAGRICOF SOL OFTALMICA 15ML COFASA
7591196002624;LAGRIMAS ARTIFICIALES X 15ML OFTALMI
7703763081134;LAGRIOFTOL 0,3% 15ML ELTER
7596139000026;LAMEDOR COMPUESTO JARABE X 120 ML SOMA
5010706009295;LAMICTAL 100 MG X 30 TAB MAST FARMA
5010706008359;LAMICTAL 50 MG X 30 TABLETAS MASTICABLES
18906047595556;LAMOTRIGINA 100 MG BP X 100 TABLETAS JMW
720524031006;LAMOTRIGINA 100MG TAB X 30 TAB LATTAN
8908007037383;LAMOTRIGINA 100MG X 10 TAB GEAGAR
7594000850220;LANCERAN GTAS 2.6MG/1ML X 30 ML BIOQUIMICA
7594000850954;LANCERAN JBE 90 ML BIOQUIMICA
883489003102;LANCETAS BIONIME X 100CT
883489000743;LANCETERO GENERAL ELECTRIC
7591020001328;LANOL - ZINC 60 GRS POMADA VALMOR
7591519051377;LANSOPRAZOL 30 MG X 14 CAPSULAS CALOX
7591519001624;LANSOPRAZOL 30 MG X 28 CAPSULAS CALOX
18906047594986;LANSOPRAZOL 30MG X100 TAB(GASTRO RESIST.) JMW
7597467000801;LAPIZ ELECTROBISTURI PLUSMEDIC
7591519317411;LASIX 20MG X 24 COMP MCK
7591519317619;LASIX 40MG X 12 COMP MCK
7592601301530;LECART 1G/10ML SOL ORAL 120ML MEYER
7592601301523;LECART 1G/10ML SOL ORAL 60ML MEYER
7591616000902;LECHE MAGNESIA 120ML BIOFARCO
7591616002005;LECHE MAGNESIA S/MENTA 120ML BIOFARCO
733739100139;LECITHIN 1200MG X 100 CAP NOW
7591955000977;LEPTAZINE 10 MG X 24 COMP ROWE
7591955000953;LEPTAZINE 5 MG X 30 COMP ROWE
8904306503314;LERCANIDIPINA 20MG (PRICARNID) X 30 TAB PRISM
7591585272652;LERCANIDIPINA HCL 10MG X 30 CR LETI
7591243830057;LESTECOL 20 MG TAB REC X 30 BIOTECH
7591243830088;LESTECOL 40 MG TAB REC X 30 BIOTECH
7591585214881;LETISAN 100 MG/ML SOL ORAL X 120ML LETI
7591585114884;LETISAN 100 MG/ML SOL ORAL X 20ML GENVEN
7591585314864;LETISAN 500 MG X10 CAP LETI
7591585514875;LETISAN 500MG TAB MASTIC TIRAS X 10 LETI
7591585414861;LETISAN 500MGX30CAP LETI
7599028000800;LEVADURA DE CERVEZA CAP 400MG X30 LYA
7592946169918;LEVADURA DE CERVEZA CAP 500MG X60 ARCO IRIS
7593090002427;LEVAMOX TAB 750MG X 10 FC PHARMA
7406076125174;LEVATIR 500MG X 30 TAB GLOBAL FARMA
7592454003025;LEVOCETIRIZINA 5 mg X 10  LA SANTE
7591519317374;LEVOCETIRIZINA 5 MG X 10 TAB CALOX
7501384549169;LEVODOPA 250MG CARBIDOPA 25MG X10TAB PSICOFAR
7501384548308;LEVODOPA 250MG CARBIDOPA 25MG X30TAB PSICOFAR
8906109691236;LEVOFLOXACIN TAB 500MG X 5 ADN MEDICAL
8906109691250;LEVOFLOXACIN TAB 750MG X 5 ADN MEDICAL
7598252101161;LEVOFLOXACINA 500MG X 100 TAB  DISTRILAB
7598176000038;LEVOFLOXACINA 500MG X10 TAB ANGELUS
8901463129821;LEVOFLOXACINA TAB 500MG X 10 BIUMAK
7591519005905;LEVOFLOXACINO 500 MG X 5 TAB CALOX
7591519317329;LEVOFLOXACINO 750 MG X 5 TAB CALOX
720524031044;LEVOFLOXINA 750 MG X 7 TAB LATTAN
8904250521037;LEVONORGESTREL 1.5MG X 1 TAB TIARES
7593090002564;LEVOPRIDE 25 MG X 30 CAP FC PHARMA
7591196004758;LEVORAT 5MG X 10 TAB OFTALMI
7591196006318;LEVORAT 5MG/ML SOL ORAL 30 ML OFTALMI
7592454889995;LEVOSULPIRIDE 25MG TAB X 30 LA SANTE
8901463131077;LEVOTIROXINA 100MG x 30 BIUMAK
7598252101352;LEVOTIROXINA SODICA 100MG x 10 TAB DISTRILAB
7592601000136;LIBERDUX DESL 2,5MG/5ML SOL ORAL 60ML MEYER
7592601000129;LIBERDUX DESLOR 2,5 MG/5ML JBE X 60ML MEYER
7592601000259;LIBERDUX DESLORATA 5 MG X 10 TAB MEYER
75971281;LIDOCAINA AL 2% SOL INY 30ML AMP X 1 ALESS
736372230171;LIDOCAINA AL 2%/2ML X 5 AMP GLOBAL MEDIC
8904187858787;LIDOCAINA2%+ANDRENALI SOL INY 1,8MG AMP X 50
7592601200239;LIPONTAL TAB 900MG X 10 MEYER
7591585314369;LISILET 10MG X 30 COMP LETI
7591585114389;LISILETIC 20MG/12.5 X 30 COMP LETI
7592349001150;LIT 10,8 G-4,5G/67,5 ML ENEMA PED VARGAS
7592349001167;LIT 16g-6g/100mL ENEMA VARGAS
7597467000894;LLAVE DE 3 VIAS PLUSMEDIC CAJA X 50
7597134000714;LOCHITA X 70 CAP LA ABEJITA
7591020080972;LODESTAR HCT 50-12.5MG X 30 TAB REC VALMOR
7591619129037;LODIPIN 10MG X 10COMP KLINOS
7591619129044;LODIPIN 10MG X 30 COMP KLINOS
7592601100515;LOFLOX 400 MG X 10 TABS MEYER
7592601100508;LOFLOX 400 MG X 5 TABS MEYER
7591243831511;LOGANIL 100MG/5ML JBE PEDIATRICO BIOTECH
7591243831474;LOGANIL 250MG/5ML JBE ADULTO BIOTECH
7592803001733;LOGAT 1MG COMP X 20 DOLLDER
7592803001726;LOGAT 2MG COMP X 20 DOLLDER
7591243831641;LOKARIN 5MG-60MG/5ML JARABE F-60ML BIOTECH
18906051722719;LONAC-50 SUPOSIT DE DICLOF SODICO 50MG X 10 M
7591585116208;LONGACEF  100MG/5 ML X 60 ML LETI
7591585112224;LONGACEF 400MG X 5 CAPS LETI
7592349723571;LOPERAM TAB  X 10 VARGAS
8908007037390;LOPERAMIDA 2MG X 10 TAB GEAGAR
6942189304194;LOPERAMIDA 2MG X 10 TAB KMPLUS
7750215005873;LOPERAMIDA 2MG X 100 TAB PORTUGAL
7594001101383;LORADEX 10MG X 10 TAB PLUSANDEX
7594001101635;LORADEX JBE 30ML PLUSANDEX
7594000851616;LORATADINA  JBE  1MG/ML SOL. ORAL. 60ML BIOQ
18904180211753;LORATADINA (TILORAN)10MG FRASCO X100 TAB JMW
8904306502294;LORATADINA - PROTIDINE 10 MG X 100 TAB PRISM
7703712033252;LORATADINA 1 MG/ML JBE QUALITYMED
7591519000788;LORATADINA 10 MG X 10 TAB CALOX
7591196002990;LORATADINA 10 MGX10 TAB OFTALMI
7597758000817;LORATADINA 10MG TAB X 10 ALESS
7592454153300;LORATADINA 10MG TAB X 10 LA SANTÉ
7592454889605;LORATADINA 10MG TAB X 20 LA SANTE
7750215002834;LORATADINA 5MG / 5ML  60ML SOL. ORAL PORTUGAL
7592454001069;LORATADINA-PSEUDOEFEDRINA 60ML JBE ELTER
7592616583051;LORATADINA/AMBROXOL JBE X 60 ML KIMICEG
7896523202822;LORATAMED 10 MG X 12 TAB CIMED
7591020001342;LORAVAL JBE X 60ML VALMOR
7591020001335;LORAVAL TAB 10MG X 10 VALMOR
7591196004475;LORECORT JBE X 60 ML OFTALMI
7592803000750;LOREX 60 ML JBE FCO X60ML
7598252101192;LOSARTAN  50MG X 100 TAB DISTRILAB
7592454003308;LOSARTAN + HCTZ 100/25MG TAB X 10 LA SANTÉ
7592454889728;LOSARTAN + HCTZ 100/25MG TAB X 30  LA SANTE
7703763190270;LOSARTAN + HCTZ 50/12,5MG TAB X 15 LA SANTE
7592454889612;LOSARTAN + HCTZ 50/12,5MG TAB X 30 LA SANTE
7598176000090;LOSARTAN / HCT 50MG 12.5MG X 30TAB ANGELUS
7502226294766;LOSARTAN 50MG x 30 TAB ALPHARMA
7591585278920;LOSARTAN POT 100MG X 10 COMP GENVEN
7592616576374;LOSARTAN POT 100MG X 10 TAB KIMICEG
8903726227022;LOSARTAN POT 100MG X 30 TAB BIUMAK
7591585378927;LOSARTAN POT 100MG X 30CR LETI
7591519005622;LOSARTAN POT 50MG X 10 TAB CALOX
7591585178954;LOSARTAN POT 50MG X 10CR LETI
7597758000138;LOSARTAN POT 50MG X 30 TAB ALESS
8903726227015;LOSARTAN POT 50MG X 30 TAB BIUMAK
7591519051698;LOSARTAN POT 50MG X 30 TAB CALOX
7591585278951;LOSARTAN POT 50MG X 30CR GENVEN
6942189211478;LOSARTAN POT TAB 50 MG X 10 KMPLUS
6942189211485;LOSARTAN POT TAB 50 MG X 30 KMPLUS
7592616367026;LOSARTAN POT-HIDRO 50MG/12,5MG X 10 KIMICEG
7592454891172;LOSARTAN POTASICO 100 MG TAB X 30LA SANTÉ
7592349723755;LOSARTAN POTÁSICO 100mg  REC x 10 G C
7592349001174;LOSARTAN POTÁSICO 100mg  REC x 30 G C
7592454891165;LOSARTAN POTASICO 100MG TAB REC X 10  LA SANT
7598981002586;LOSARTAN POTASICO 100MG X 30 TAB JMW
7703763190034;LOSARTAN POTASICO 50 MG TAB X 14  LA SANTE
7750215026243;LOSARTAN POTASICO 50 MG X 100 TAB REC PORTUGA
7598981002593;LOSARTAN POTASICO 50MG X 30 JMW
7598176000120;LOSARTAN POTASICO 50MG X 30 TAB ANGELUS
675696260061;LOSARTAN POTASICO 50MG X 30 TAB BUKA
7598578000223;LOSARTAN POTASICO 50MG X 30 TAB DAC55
7598252001911;LOSARTAN POTASICO 50MG X 30 TAB DISTRILAB
7591020008914;LOSARTAN POTASICO 50MG X 30 TAB VALMOR
7591243831993;LOSARTAN POTASICO DE 50MG X 30TAB
7591585378736;LOSARTAN POTASICO HCT 50/12.5MG X 15COMP GV
7795368000160;LOTEMICIN GOTAS 5 ML MEGALABS
7795368054101;LOTESOFT GTAS OFT X 5 ML ROEMMERS
7598176001059;LOXIPRON (BROMEXINA) JBE 8MG/5ML  X 120 ML
7591243832181;LUDROX 75 MG X 30 TAB BIOTECH
7592349723670;LUMBAX 200MG COMPRIMIDOS REC. X 10 VARGAS
7592349001808;LUMBAX 200MG X 10 TABLETAS VARGAS
7592349001044;LUMBAX 400MG COMPRIMIDOS REC. X 10 VARGAS
7592349001051;LUMBAX 600MG COMPRIMIDOS REC. X 10 VARGAS
7592349001075;LUMBAX 800mg COMPRIMIDOS REC. x  6 VARGAS
7597134001018;MACA 300 MG X 70 CAP ABEJITA
7591821901858;MACRODANTINA 50MG CAP X 30 FARMA
7597467000122;MACROGOTERO EN  Y  PLUSMEDIC
7591821210059;MAGALEX 100MG CAP X 30 FARMA
