CODBARRAS;DESCRIPCION
6930169708162;GENTA+BETA+CLOTRI BM CR30
7592454146807;GENTAMICINA 1%LS CR.15GR.
7598127001978;GENTAMICINA BM160MG.X10A
7598127001985;GENTAMICINA BM80MG.X10A
7598252101390;GENTAMICINA DIS SO.OF10ML
7591196002136;GENTAMICINA LO S.OFT.5CC.
7707236127428;GENTAMICINA VITA80 X10A
8904030802042;GENTAPLUS 0.3% 10ML
7591062901198;GENURIN 200MG. X10CO
7591838000025;GERDEX SOL. 240 CC.
7591838000018;GERDEX SOL. GALON
7591838000117;GERDEX SOL. SPRAY 240CC.
7597189000066;GERIATECH X30CA
796554484822;GERPLUS ESTERIL.250ML.
7591885000153;GERPLUS ESTERILIZ.3,785L.
7401069004726;GESLUTIN 100MG. X30CA.BLA
7401069004689;GESLUTIN 200MG. X30CA.BLA
8904250520665;GESTASYN100 X10T ORA-VAG.
8904250520771;GESTASYN200 X10T ORA-VAG.
7594001564140;GESTRELLA 0,075MG. X28TA
7702018382323;GILLETTE FUSION 5PRO X1
7702018001071;GILLETTE MACH 3 MAQUIN X1
7702018037865;GILLETTE MACH3 SENS X2UND
047400313910;GILLETTE VENUS TRO X3UNDS
7591243820355;GINACOL SOL.VAG. 135ML.
7596654000020;GINESAL 0,25 SOL VA 130ML
7592946005988;GINKGO BILOBA AI300 X60CA
7592710003974;GINKGO BILOBA HP300 X30CA
7592430000116;GINKGO BILOBA NP X60CA
646824211064;GINKGO BILOBA NS X60TA
7592430000017;GINKGO SENG DH NP X60CA
7597134002152;GINKGOBILOBA ABE500 X70CA
7592710003967;GINKOLA 500MG. X30CA
7592946006022;GINSENG AI 300MG. X60CA
7592710003943;GINSENG SIBER HP408 X30CA
7592710000669;GINSENG SIBER HP408 X60CA
646824212061;GINSENG+GINKGO B.NS X60TA
7591005999749;GLADE ABRAZO VAIN.AER.360
7591005529830;GLADE CAM.LAVAN.AER.360
7591005999732;GLADE FRESH LEMON AER.360
7591005003699;GLADE MZNA-CANE AER.235
7591005999725;GLADE MZNA-CANE AER.360
7591005577657;GLADE PARAISO AZU.AER.360
8904151801016;GLIBENCLA FAHD5 10B.X10TA
7598650000318;GLIBENCLAMIDA JL5MG.X10TA
8904209411075;GLIBENCLAMIDA VC5MG.X10TA
17591616000664;GLICERINA DT 30 X12
7592368000486;GLICERINA FSI 30ML. X6
7592349923957;GLICERINA GC SUPOS.AD. X6
7592349923872;GLICERINA GC SUPOS.PED.X6
7594001450696;GLICERINA XS 30ML.
7468999190707;GLICINA ALFA1,5% 3000ML.
7597767000938;GLICINA BC1,5% 3000ML.
8906045361545;GLICLAZIDA ZZ60MG. X30CO
7591955002469;GLIDAN 80MG. X20TA
7707355053936;GLIFORMIN 850MG. X30TA
7703763165056;GLIMEPIRIDE LS2MG. X16TA
7703763165117;GLIMEPIRIDE LS2MG. X30
7703763165063;GLIMEPIRIDE LS4MG. X16TA
7703763165025;GLIMERID 4MG. X30TA
7598055000739;GLIMIRID 2MG. X30TA
7591651001476;GLIPTIN-M 50-500 X10CO
7703186030283;GLUCERNA VAINILLA 237ML
7703186031594;GLUCERNA VAINILLA 400GR
7591651001469;GLUCOFRED 80MG. X10TA
8809319399070;GLUCOMETRO FASTCHECK
883489000781;GLUCOMETRO GE100
7594000850428;GLUCONATO FERROSO BQ120ML
7592946169758;GLUCOSAMINA AI500MG.X60CA
7592710004193;GLUCOSAMINA+CHON HP X30CA
7703763968718;GLUCOSAMINA+CONDRO.LS 15S
7597134001025;GLUCOSAMINA-CHON ABE 70CA
7592710000881;GLUCOSAMINA-CHON HP X60CA
787790474753;GLUCOSAMINE CHO. PC X90CA
787790468653;GLUCOSAMINE ET2850 X90CA
646824213037;GLUCOSAMINE+CHON NS X30CA
646824213068;GLUCOSAMINE+CHON NS X60CA
714439705503;GLUCOSAMINE+CHONDROX30VAL
7592806136067;GLUCOZIM 500MG X30CO
7501075725414;GLUNOVAG 500 X60TA FRASCO
7501075725421;GLUNOVAG 850 X30TA FRASCO
850038087098;GLUTACTIVE BLUE800 X30TM
850038087104;GLUTACTIVE GREEN950 X30TM
850038087074;GLUTACTIVE IG 750 X30TM
612197711104;GLUTAPAK-10 15GR. X1SOB.
7591519000443;GLUTAPTIN MET 50/500 30TA
7598504265580;GLYCERIN JABON 100GR
7592601101079;GLYMAR 2MG. X20TA
7594001450757;GOTAS DE ARNICA XS 30ML.
7594001450764;GOTAS DE ARNICA XS 60ML.
7592368002138;GOTAS DEL CARMEN FSI30 X6
7594001450795;GOTAS DEL CARMEN XS 30ML.
7594001450801;GOTAS DEL CARMEN XS 60ML.
7596139000156;GOTAS FISIOLO SOMA 15ML.
7594001450818;GOTAS VALERIANA XS 30ML.
7594001450825;GOTAS VALERIANA XS 60ML.
7592806134070;GRATIO 500MG. X10TA
7592806134094;GRATIO 750MG. X10TA
7591955002452;GRAUSIN JBE. 120ML.
733739112743;GRAVIOLA NOW CAPS. 500 X100
7592430000796;GRINATOS JBE. 180ML
7798032936123;GRIPABEN NASAL GOTAS 30ML
7702037503235;GUANTE COCINA CLAS-7
7702037503242;GUANTE COCINA CLAS-7.5
7702037503259;GUANTE COCINA CLAS-8
7702037503266;GUANTE COCINA CLAS-8.5
7592194000377;GUANTES EXAMEN L KX X100
7592194000360;GUANTES EXAMEN M KX X100
7592194000353;GUANTES EXAMEN S KX X100
813333012820;GUANTES NITRILO L KX X100
813333012813;GUANTES NITRILO M KX X100
813333012806;GUANTES NITRILO S KX X100
7592194000278;GUANTES QUIR. 7,5 PAR KX
7592194000292;GUANTES QUIR. 8 PAR KX
7592194005518;GUANTES QUIR. 8,5 PAR KX
7591955001301;GULAPER GOTAS 30CC.
7591955001288;GULAPER JBE.AD. 120ML.
7591955001295;GULAPER JBE.PED. 120ML.
7592710000614;GYMENS HP CAPS. X60
7592710000607;GYNKOLA HP 500MG. X60CA
7598578000520;GYNO CLONEDAC CR.VAG.50GR
7591585115911;GYNO DERAIN CR.VAG. 60GR.
7591585115942;GYNODERAIN 0,6G. X6OV.VAG
7591585119131;GYNOMET 15%-4%CR.VAG.40GR
7401078990201;GYNOTRAN CR.VAG. 40GR.
7592349844757;GYNOVIT DUCHA VAG. 130ML.
8936098964851;HANTACID SU.ORAL 10ML.X20
7597134002213;HEDERIN ABE JBE. 120ML.
7592454002301;HEDRALIV JBE. 120ML.
7591619102016;HELAL 200MG. X2CO
7592946001706;HEMOSAN AI400MG. X90CA
7593533000607;HEMOVAR CREMA 40GR.
8906112611566;HEMZENIL 0,5MG/5ML. X1A
7592349722963;HENOVIC SOL.ORAL GOTAS 30ML
7592710004605;HEPA D TOX 500MG. X60CA
7592601100423;HEPAFOL B12 TAB. X30
7592601301851;HEPAFOL FORTE JBE. 120ML.
7592601301868;HEPAFOL FORTE JBE. 240ML.
7592601301592;HEPAFOL JARABE 120ML.
7591585216892;HEPAGRAS 120MG. X30CA
7592710000966;HEPAPROTEC HP X60CA
18904187884240;HEPAROID 250GEL TOP.30GR.
7593533004452;HEPATINA VIHOM ELIXIR180
7592803002372;HEPROX 0,4MG.LP X30CA
190679004857;HERBAL.ESS. AC.BODY 346ML
190679004925;HERBAL.ESS. AC.COLOR 346M
7592710002908;HERBAMIEL HP JBE.240ML.
7591619519166;HEXANT 30MG. ELIXIR 120ML
7591519317398;HEXOMEDINE COLUT.AER.30GR
7598252101727;HIDROCLOROTI DIS12,5 X30
7591585172686;HIDROCLOROTI GN12,5 X30CO
7590027002536;HIDROCLOROTI SP12,5 X10CO
7597758000695;HIDROCOR AL500IM/IM X1AM
8904278593191;HIDROXICLOROQ. WC200 20TA
8904187888043;HIERRO-A.FOL.VC40/350 X10
7595751001176;HILO DENTAL CLAS 50M.GALA
7597297000422;HILO DENTAL FLOSSP M.X30
7597297000262;HILO DENTAL MENTA X50 MT
7595751001152;HILO DENTAL U.MINT50M.GAL
7595803000133;HILO DENTAL XPERIAN
7595803000188;HILO DENTAL XPERIAN 60UND
7598008001271;HIOSCINA BUTI LAND10 X100
7597758000701;HIOSCINA BUTIL AL20MG.X5A
8906082151024;HIOSCINA FM10MG. X10TA
8904187887831;HIOSCINA IBU.VC20/400 X10
7706263002036;HIPERLIPEN 100MG. X30TA
7751940001307;HIRUDOID GEL 40GR.
7269144920510;HISONEX 0,05% NASAL 140D.
7595803000126;HISOPO COTTON STICKSX100
7591020008112;HISTALER JBE.PED. 60ML.
616513692016;HOJA FACIAL AQUA CALA
616513692009;HOJA FACIAL DORADO CALA
7702425805187;HUGGI TH LIMP.COTID. X80
7896018700628;HUGGI TH LIMP.EFEC. X48
7795990000958;HUMALOG AMP. 100UI. 10ML.
7750778592292;HUMED 0,3% SOL.OFT. 15ML.
7596466000102;HUMIDIFICA OXIG.PRIMA 200
7703332003680;HYALIX EMULGEL 60GR.
7750778000841;HYALO COMFORT 4%OFT.10ML.
7593090001369;HYALOIDE SOL.INY 25/2,5ML
3401329447809;HYDRABIO GEL-CR.LIGERA 40
7795373011700;HYPERSOL B 100 NASAL100D.
7795373011755;HYPERSOL B 50MCG.NAS 200D
8904306500962;HYTIDE 12.5MG. 10B. X10TA
7705323123117;IBANDROMET 150MG. X1TA
7591020009294;IBECAR 150MG. X30TA
7591519008869;IBUCAF 200MG/30MG. X10TA
7591020008051;IBUCOLVAL 400/4MG. X20TA
7591020008648;IBUCOLVAL 600/4MG. X20TA
7592806131123;IBUFENAC 400MG. X10CA
7592454003995;IBUMAX 100MG. SUSP.60ML.
8906112610446;IBUPRA 600MG. X10TA
8906112611856;IBUPRA 800MG. X10TA
7598578000247;IBUPRO-TIOCO DAC600-4 X10
7598828001116;IBUPRO-TIOCO GLA400/4 X15
7598828001123;IBUPRO-TIOCO GLA600/4 X15
756029628281;IBUPRO-TIOCO LAT400/4 X14
7591519008586;IBUPRO-TIOCOL +MK 400/4 X10
7590027002413;IBUPRO-TIOCOL SP400/4 X10
745687143281;IBUPRODET 400MG. X20TA
7592616221014;IBUPROFEN DP100 SUSP.60
7592616220017;IBUPROFEN DP400 X10TA
7591519001525;IBUPROFENO +MK400 X20TA
7591519007107;IBUPROFENO +MK600 X10TA
7597758000176;IBUPROFENO AL400MG. X10TA
7598127001275;IBUPROFENO BM800MG.X10TA
7594000850466;IBUPROFENO BQ SUSP.120ML.
7594000850534;IBUPROFENO BQ400MG. X10TA
7594000850565;IBUPROFENO BQ400MG. X20TA
7509331;IBUPROFENO DH 400 X20CO
736372795717;IBUPROFENO FAHD600 X10TA
7592349001921;IBUPROFENO GC600-4 X10CO
7592349001815;IBUPROFENO GC600MG. X10TA
7591585277701;IBUPROFENO GN100 SUSP.90
7591585277602;IBUPROFENO GN400MG. X10CO
7591585177698;IBUPROFENO GN600MG. X10CO
7591585277688;IBUPROFENO GN800 X10CO
8470007981169;IBUPROFENO KP400MG. X30CO
720524031204;IBUPROFENO LAT400 X10TA
7592454003353;IBUPROFENO LS100 SO 60ML
7592454003421;IBUPROFENO LS200 X100TA
7592454153928;IBUPROFENO LS800 X10TA
8436609070823;IBUPROFENO MEF400 X10TA
8436609070861;IBUPROFENO MEF800 X10TA
7750215496909;IBUPROFENO PORT400 X100TA
7594001101123;IBUPROFENO PX400MG. X10TA
7598484001055;IBUPROFENO QF400MG. X20TA
7592601200192;IBUTAN 100MG. SUSP.60ML.
7592601201205;IBUTAN 200MG. SUSP.60ML.
7592601200215;IBUTAN 200MG. X10TA
7592601200208;IBUTAN 400MG. X10TA
7592601201182;IBUTAN 400MG. X20TA
7592601200536;IBUTAN 600MG. X10TA
7592601301783;IBUTANCOL 400/4 X10TA
7592601301790;IBUTANCOL 400/4 X20TA
7592601001188;IBUTANCOL 600/4 X10TA
7592601001195;IBUTANCOL 600/4 X20TA
7592601303121;IBUTANFEN 400MG-20MG.10TA
7592601000105;IBUTANFEN 400MG-20MG.20TA
7592601000112;IBUTANFEN 400MG-20MG.30TA
7592601301622;IBUTANMIGRA 400/40/1 10TA
7592601301653;IBUTANMIGRA TAB. X20
7592806134018;IBUTIL FORTE 600/8 X10CO
7592432900322;IBUVAXFEM 200-30 X10CA.BL
7598431000025;IBUVIN 200MG. X10CABL.
7598431000032;IBUVIN 600MG. X10CABL
7730979091688;IDENA 150MG. X1CO
7592803001498;IDOXEN LP 150MG. X10CA
7592803001504;IDOXEN LP 75MG. X10CA
7592803002235;IDOXEN LP 75MG. X30CA
7592432011523;ILANA 600MG.VAG. X1CA.BL
7841141002699;ILTUX 20MG. X28CO
7841141002712;ILTUX 40MG. X28CO
7841141002736;ILTUX HCT 20/12,5 X28CO
7841141003443;ILTUXAM 20MG/5MG. X28CO
7841141003450;ILTUXAM 40MG/5MG. X28CO
8936098964943;IMANOK 10MG. X30CA.BLA
7592601100454;IMAZOL 1% CR.TOPICA 20GR.
7592601100621;IMAZOL 1% CR.VAG. 50GR.
7592601110590;IMAZOL 1% POLVO 20GR.
7592601100447;IMAZOL SOL.SPRAY 1% 25ML.
7592601100478;IMAZOL TAB. VAG. X 6
8906159250070;INDOMETACINA ZZ25MG.X20CA
7703763093168;INFLAPRED 10MG/ML SOF 5ML
7592803003874;INIBIL 20MG. X14CO
7592803003898;INIBIL 40MG. X14CO
612197877770;INMUNEX PLUS VAIN. 131GR.
7595248000033;IODINEX JABON LIQ. 120ML.
7595248000040;IODINEX SOL.BACTE. 120ML.
7591818114001;IPALAT CREMA 20 GR.
7730698013695;IPATRIXAR INHAL 200 DOSIS
7594001100416;IPROXIN 500MG. X12TA
5469325;IRBESAR H.BP300-12,5 28CO
7591519001075;IRBESARTAN +MK150 X28TA
7591519007145;IRBESARTAN +MK150MG. X7TA
7468999197867;IRBESARTAN ALFA150 X30CO
8903726227039;IRBESARTAN BIU150MG.X30TA
8470006619292;IRBESARTAN KP150 X28CO
7592454002547;IRBESARTAN LS150MG. X10TA
7750215008744;IRBESARTAN PORTU300 X50TA
7707355053967;IRBETIAZID 300/12,5 X28TA
7707355053981;IRBETT 300MG. X28TA
8904306500979;IRTAN 150MG. 10B. X10TA
8904306502225;ISONIT 10MG. 10B.X10TA
7591243826425;ISOSPRAY COLUTORIO 30ML.
7591243826463;ISOSPRAY MIEL/LIMON X12PA
7591243826494;ISOSPRAY PLUS SOL.180ML.
0736372230256;ISOXSUPRINA GME5MG. X10A
7269144920411;ITACORT AQ55MCG NAS.16.5G
7592454001182;ITISONA 0.1% CR. 30GR.
7598176000229;ITRACONAZOL ANG100 X10CA
18904187887845;ITRASEC 33.33/166.66 10CA
7591243826814;IVAGAN 650/1/40 25B.X4TA
7591243826777;IVAGAN FORTE TAB. X10
7591243826708;IVAGAN GRAG. X 10
7591585112712;IZABAN 25MG. X30CO
7591885003543;JAB INT INTYL ARAND 220ML
7591885003536;JAB INT INTYL FLOR 220ML
7591885003550;JAB INT INTYL MANZ 220ML
7891058018634;JAB INT LACTACYD 200ML
7593090000768;JAB INT PERL. TEENS 200ML
7593090000324;JAB INT PERLAV FEM 200ML
7593090000508;JAB INT PERLAV FEM 360ML
7593090000348;JAB INT PERLAV HOM 200ML
7592306000295;JAB INT SOLUHEX 240ML
7595751002746;JABON APEX L. CAB. 90GR
7595751003491;JABON APEX S. CAB. 60GR
7591635000587;JABON AZUF RINTI 90GR
7595751003545;JABON CARE LILA BELA 60G
7595751003552;JABON CARE MAG FLOWER 60G
7595751003569;JABON CARE NAT FRE 60G
0112255006222;JARAB JEN-MIEL EXP NAT180
7703153035693;JARIT 100MG. X30CA
7703153037352;JARIT 200MG. X30CA.BLA
64717657545;JELCO SMITHS MED #18 X50
7592946056003;JENGIBRE MIEL AI JBE120CC
7593090001185;JENGIBRE MIEL FC JBE120CC
7594001450924;JENGIBRE XS JBE.120CC
745760033836;JENGIMIEL JBE CURCU 120ML
7592520000019;JENGIMIEL JBE.AD. 120ML.
7592520000026;JENGIMIEL JBE.PED. 120ML.
7592520000033;JENGIMIEL SABILA JBE.120ML.
10813333013879;JER 10CC 21X1-1/2 KX X100
10813333010861;JER 20CC 21X1-1/2 KX X50
10813333013824;JER 3CC 21X1-1/2 KX X100
10813333013848;JER 5CC 21X1-1/2 KX X100
10813333013909;JER INSUL 29X1/2 KX X100
10813333013916;JER INSUL 30X1/2 KX X100
7702031293323;JOHNSONS AC CAB.CLA.400ML
7702031293439;JOHNSONS AC ORIG.G.400ML
7702031318293;JOHNSONS B.LIQ. C.P 200ML
7702031318316;JOHNSONS B.LIQ. C.P 400ML
7702031293231;JOHNSONS CH CAB.CL 200ML
7702031293248;JOHNSONS CH CAB.CL 400ML
7702031293286;JOHNSONS CH CAB.OSC.200ML
7702031291510;JOHNSONS CH ORIG.G 400ML
7702031515203;JOHNSONS COLONIA S. 200ML
7702031036746;JOHNSONS CR.H. A.D 200ML
8906156850273;JUVIMOX-CV 500/125 X10TA
7591821802995;KALMAX COMP. X10TAB.MAST.
7592601201137;KAPET 75MG. X14TA
7592637007567;KATRIN 30MG. 1ML. X3A
7590027003045;KEDALEN 10MG. SOL.ORAL120
7594000491218;KELAC 30MG.IM-IV 1ML. X1A
7591619000312;KELAC 30MG.IM-IV 1ML. X3A
7591955001370;KELFEN 100MG. X20CO
7591955001660;KELFEN 50MG. X10CA
7591955001677;KELFEN GEL TOPICO 30GR.
7441026002099;KEPPRA 1000MG. X30TA
7441026001979;KEPPRA 100MG. SOL.ORAL300
7441026001986;KEPPRA 500MG. X30TA
7591196006127;KEPRORET SOL.ORAL 120ML.
7592349429787;KETAZOL 20MG. CREMA 15GR.
7592349430677;KETAZOL 400MG. X3OVU.VAG.
7592349722949;KETAZOL CH. 2% 60ML.
7592616584027;KETOCONAZOL DP CR. 2% 15GR.
7750215003817;KETOCONAZOL PORT2% CR20GR
7594001101154;KETODEX 100MG. X10TA
7592616584119;KETOMIZOL 2% CR.TOP.15GR.
7591519000139;KETOPROFENO +MK 100X10CA
7591519050905;KETOPROFENO +MK 50 X 12
8904159499789;KETOPROFENO ADN100 X10TA
7591818131039;KETOPROFENO CO100/2ML.X1A
7591818136058;KETOPROFENO CO100MG.X10TA
7591585170781;KETOPROFENO GN100 2ML.X2A
7591585171993;KETOPROFENO GN100 X20CA
7592454154055;KETOPROFENO LS100 X20CA
7594001101185;KETOPROFENO PX 100 X20TA
7594001101178;KETOPROFENO PX100 X10TA
7590027001362;KETOPROFENO SP100MG.X10CO
8904187861770;KETOPROFENO TIA100MG.X10A
7591585217875;KETOREL 30MG. IM-IV 1AMP.
7591585117885;KETOREL 30MG. X4CO
7795360008249;KETOROLAC DOR0,5% OFT.5ML
7590027001942;KETOROLAC SP10MG. X20CO
8904187828292;KETOROLACO ADN IM/IV X10A
7800061000390;KETOROLACO BIO30MG. X100A
7598252000860;KETOROLACO DIS30 X3A
8906005116581;KETOROLACO FM20MG. X10TA
7750215001868;KETOROLACO PORTU10 X100TA
7501384549886;KETOROLACO PSI30MG. X3A
7596347793581;KETOVEN 2% CR.TOP. 30GR.
7460840717316;KEVOL 500MG X10TA
7591821102026;KID CAL T.FRUTTI 180CC.
7592432009414;KINERTON X30CA BL
7596466001239;KIT DE NEBUL.AD.PRIMASAL
7596466001253;KIT DE NEBUL.PED.PRIMASAL
9300601259203;KIT NEBUL. ANYCARE AD X1
64717657543;KIT P/PACIENTE STANDAR X1
7592454153911;KLAFENAC R 100MG. X10CA
7591062011811;KLAS 100MG. X20CA
7591062011804;KLAS JBE. 120 CC.
7591062011828;KLAS JBE. 60 CC.
7591619519111;KLINCOSAL 262-100UVA 30TM
788070698777;KLOZENA 0,50MG. X30CO
788070698784;KLOZENA 2MG. X30CO
7597830004337;KN95 RESPIR. C.P NEGROX10
887930635409;KODAK BAT SUPER HD 9V.X1
887930636055;KODAK ULTRA BAT. ALC.23A
887930007794;KODAK XLIFE BAT.ALC.AA X2
887930329469;KODAK XLIFE BAT.ALC.AAAX2
7840036103503;KOLNASI 500MG. X30CO
788070698753;KOLZIDE 0,25MG. X30CO
788070698722;KOLZIDE 1MG. X30CO
7702425810860;KOTEX P.DIARIO PURE X50
7702425804814;KOTEX P.DIARIO U.FLEX X15
7702425807549;KOTEX PROT.DIARIO AB X15
7702425809758;KOTEX PROT.DIARIO AB X50
7702425864221;KOTEX PROT.DIARIO PH X15
7702425034006;KOTEX PROT.DIARIO PH X40
7702425544932;KOTEX PROT.DIARIO X15
7702425809765;KOTEX PROT.DIARIO X50
7702425800779;KOTEX TS DIA X10
7702425807648;KOTEX TS FEM DIA/NOC X8
7702425152540;KOTEX TS FEM ESEN C/A X8
7702425806511;KOTEX TS FEM FITNESS X10
7702425810501;KOTEX TS FEM PURE UF X10
7702425803008;KOTEX TS NOC X8
7702425801288;KOTEX TS U.DELG. C/A X10
8904306503291;KURAZOL 2% CH. 100ML
733739107978;L-ARGININA NW 500MG.100CA
617748376276;L-ARGININA PLUSX30CA VAL
7593090001123;L-CARNITINA 1G/10ML 120ML
714439705527;L-CARNITINA VAL500 X30CA
7592710005510;L-GLUTAMINA+B12 HP X60CA
7591016205716;LA CAMPESINA HIER/VIT.800
7591196000286;LACRIDOS SOL.OFT. 15CC.
7591196004208;LACRIFORT SOL.OFT. 15ML.
7703281000365;LACTIBON FEM LOC.LIMP.240
7460840417506;LACTULOSA M66.7/100 240ML
7509546060477;LADY SS POW.FRESH ROLL50
7509546073828;LADY SS POWDER AER150
7509546066172;LADY SS POWDER BAR45
7509546067902;LADY SS. OMEGA3 AER150
7509546067940;LADY SS. OMEGA3 BAR45
7509546067933;LADY SS. OMEGA3 ROLL50
7509546057545;LADY SS. PRO5 BAR45
7591061640340;LADYFA DISCO ALG.3X2 X80
7591062901297;LAFARCAINA 2/1,5 M.LIM.16
7591062901310;LAFARCAINA 2/1,5 NRJA.X16
7591062901303;LAFARCAINA 2/1,5 TFRU X16
7591818716861;LAGRICOF SOL.OFT. 15ML.
7703763081134;LAGRIOFTOL 0,3%SOL.OFT.15
7596139000026;LAMEDOR COMP. SOMA 120CC.
7591616000766;LAMEDOR COMP.BF JBE120ML.
25525762;LAMEDOR FG JARABE 120ML.
7594001451051;LAMEDOR XS JBE. AD.120CC.
7594001451068;LAMEDOR XS JBE. PED 120C
5010706009295;LAMICTAL 100MG. X30TDM
5010706008359;LAMICTAL 50MG. X30TMD
7591248841218;LAMINAS ALGODON M X40UNI
7501384544003;LAMOTRIGINA PSI100 X28TA
7594000850220;LANCERAN GOTAS PED. 30ML.
7594000850237;LANCERAN SOL.ORAL 120ML.
084963010016;LANCETAS EASY 30G. X100
883489003102;LANCETAS X100 BIOMINE
883489000743;LANCING DEVICE LANCERO LG
7591020001328;LANOL-ZINC POMADA 60 GR.
7591519051377;LANSOPRAZOL +MK 30MGX14CA
7591519001624;LANSOPRAZOL +MK30MG.X28CA
7750215007846;LANSOPRAZOL PORT30 X100CA
7591044106245;LANTUS 100UI.10ML. X1VIAL
7591519317411;LASIX 20MG. X24CO
7591519317619;LASIX 40MG. X12CO
7591818716809;LATACOF DUO SOL. OFX2,5ML
7591818716793;LATACOF SOL. OF X2,5ML
7591415002022;LAVAPLATO LIQ. LIMON800CC
7750215022184;LAXALIV 5MG. X100TA
7592601301530;LECART SOL.ORAL 120ML.
7592601301523;LECART SOL.ORAL 60ML.
7591616002005;LECHE MAGN. BF MENTA120ML
7591616000902;LECHE MAGN. BF ORIG.120ML
7591016203606;LECHE SVELTY SEMID. 400GR
733739100139;LECITHIN NOW X100CABL
646824217066;LECITHIN NS1200MG. X60CA
8904278593047;LEFLUNOMIDA WC20 X30TA
8906159250087;LEFLUNOMIDA ZZ20MG. X30TA
7593147822060;LENTE LE.O.C.BLACK+1.5 X4
7593147822084;LENTE LE.O.C.BLACK+2.5 X4
7593147822091;LENTE LE.O.C.BLACK+3.0 X4
7593147821933;LENTE LE.OP.R.GREY+2.0 X4
7593147821940;LENTE LE.OP.R.GREY+2.5 X4
7593147822152;LENTE LE.OP.R.GREY+3.0 X4
7593147822107;LENTE LEC OP.BLUE.P+0.0X4
7593147822169;LENTE LEC OP.BLUE.P+1.0X4
7593147822114;LENTE LEC OP.BLUE.P+1.5X4
7593147822121;LENTE LEC OP.BLUE.P+2.0X4
7593147821957;LENTE LEC OP.BLUE.P+2.5X4
7593147821964;LENTE LEC OP.BLUE.P+3.0X4
7593147821988;LENTE LEC.OP.BLACK+2.0 X4
7593147821995;LENTE LEC.OP.BLACK+2.5 X4
7593147822008;LENTE LEC.OPT.DEMI+1.5 X4
7593147822015;LENTE LEC.OPT.DEMI+2.0 X4
7593147822022;LENTE LEC.OPT.DEMI+2.5 X4
9041248111159;LENTE LEC.OPTI+2/+2.5 X12
9041248111111;LENTE LECT.DEMI X12
7703763363063;LEPRIT 25MG. X30TA
7591955000977;LEPTAZINE 10MG. X24CO
7591955000953;LEPTAZINE 5MG. X30CO
7591585272652;LERCANIDIPINA GN 10MG.X30
7591243830088;LESTECOL 40MG. X30TA
7595368004218;LETALOP 100MG. X30CO
7595368004225;LETALOP 200MG. X30CO
7595368004195;LETALOP 25MG. X30CO
7591585314871;LETISAN 500FRUTAS10B.10TM
7591585314864;LETISAN 500MG. X10CA
7591585214881;LETISAN SOL.ORAL 120ML.
7597134000059;LEVAD.CERVEZA ABE440 70CA
7592946169918;LEVAD.CERVEZA AI500 X60CA
7593090002427;LEVAMOX 750MG X 10TAB
5426911;LEVETIRACE BP100 SOL300ML
5438460;LEVETIRACE BP500MG. X60CO
5383658;LEVETIRACE FZ100 ORAL 300
5438544;LEVETIRACETAM BP1000 60CO
7598055000142;LEVO ACI 500MG. X4TA
7592454003025;LEVOCETIRIZINA LS5MG.10TA
7501384549169;LEVODO CAR PSI250-25 10TA
7501384548308;LEVODO CAR PSI250-25 30TA
7592782000741;LEVOFERIN SOL.ORAL 90ML.
8906109691236;LEVOFLOXACIN 500MG. X5TA
8906109691250;LEVOFLOXACIN 750MG. X5TA
8901463129821;LEVOFLOXACINA BIU500 10TA
7598252101161;LEVOFLOXACINA DIS500 X100
7598252001874;LEVOFLOXACINA DIS750 10TA
720524031044;LEVOFLOXACINA LAT750 X7TA
7703763720187;LEVOFLOXACINA LS500 X7TA
7590027002314;LEVOFLOXACINA SP 750 X5
7591519005905;LEVOFLOXACINO +MK500 X5TA
7591519317329;LEVOFLOXACINO +MK750MG X5
7506449300020;LEVONORGESTREL ADNP1.5 X1
7593090002564;LEVOPRIDE 25MG. X30CO
7591196006318;LEVORAT 5MG. SO.ORAL 30ML
7591196004758;LEVORAT 5MG. X10TA
7592454889995;LEVOSULPIRIDE LS25 X30TA
7599112000297;LEVOT 100MCG. X100TA
7592637008113;LEVOTEC INF. 500MG.100ML.
8901463131077;LEVOTIROXINA BIU100 X30TA
7598252101352;LEVOTIROXINA DIS100 X10TA
7595152002734;LEVOTIROXINA REME25 X10TA
7592432008776;LEVOVAX TAB. 500MG. X10
7591585117472;LEXYN 5-30MG/5ML. SO60ML
7592430001588;LGLUTAMINA NP X60CA
7592601000129;LIBERDUX 2,5MG.JBE. 60ML.
7592601000259;LIBERDUX 5MG. X10TA
7592601000136;LIBERDUX SOL.ORAL 60ML.
7598484000294;LIBOLAR 15MG. JBE.120ML.
75971281;LIDOCAINA 2% AL SOL.30ML.
8904187858787;LIDOCAINA 2%TIA 10BL5CAR
112244009159;LIMONADA PURGANTE FG250ML
7595751001350;LIMP ENCIA CLASIC100 GALA
7595751001343;LIMP ENCIA DIAMOND120GALA
7597297000446;LIMP ENCIA ICEB CRYS120G.
7595751001367;LIMP ENCIA U.MINT 120GALA
9041248111173;LIMPIA LENTES OPTIKO X12
7592710004018;LINAZA HP500MG. X30CA
7592710000713;LINAZA HP500MG. X60CA
7593434002717;LINAZA MOLIDA INTERV250GR
8906112610545;LINEPRA ADN 300ML. X1
7592637396876;LINEZID 600 INF.IV 300ML.
7591062013303;LIOLACTIL 1,5G. PPSO X6S.
