barcode;name;price_usd;sale;due_date;stock
7703038065616;SALBUTAMOL 2MG/5ML X 120 ML JAB (LAPROFF);2.05;0.00%;1/11/2024;1000
7592803001290;SECNIDAZOL 500MG X POL SUSP 15ML (FAZOL) DOLLDER;3.56;0.00%;1/10/2025;1000
7598252000556;SECNIDAZOL 500MG/5ML X 15ML SUSP PED (DIAMIB) DISTRILAB;3.05;0.00%;1/2/2025;1000
7598852001441;SIMETICONA 80MG/ML X 20ML SUSP ORAL (SIMETUNI) UNIPHARMA;2.60;0.00%;1/11/2025;1000
7598852001250;SOLUCION YODADA AL 10% X UNID 120ML (YODUNI) UNIPHARMA;1.71;0.00%;1/6/2026;1000
7598252000754;SUCRALFATO 1GR/5ML X 150ML SUSP (DISCRALFAT) DISTRILAB;9.28;0.00%;1/5/2026;1000
7598677000476;SUCRALFATO 1GR/5ML X 200ML SUSP PED (PROFLOX) CLEO PHARMA;10.74;0.00%;1/6/2026;1000
7597533000285;SUCRALFATO 1GR/5ML X 60ML SUSP (ZAKI);2.58;0.00%;1/11/2025;1000
7703038065425;SULFATO FERROSO 600MG/15ML X 120ML JAB PED (LAPROFF);2.72;0.00%;1/11/2024;1000
7707019312843;SULTAMICILINA 250MG X 100 ML SUSP PED (BACMICINE) BIOQUIFAR;12.37;0.00%;1/8/2027;1000
7598252000563;SULTAMICILINA 250MG/5ML X 100ML SUSP (DISTRILAB);11.23;0.00%;1/8/2025;1000
736372722393;SULTAMICILINA 250MG/5ML X 100ML SUSP PED (H&M);9.49;0.00%;1/3/2026;1000
7598008002353;SULTAMICILINA 250MG/5ML X 30 ML SUSP PED (LAND);3.44;0.00%;30/6/2026;1000
8904187887596;TEOFILINA 80MG/15ML X 100ML JARABE (ADN);2.28;0.00%;1/1/2025;1000
7591616001237;TINTURA DE VALERIANA X 30ML (BIOFARCO);2.63;0.00%;1/6/2026;1000
7597134002138;TOTUMO X 120ML JAB (LA ABEJITA);2.83;0.00%;1/7/2025;1000
7598176000861;TRIMETOPRIM/SULFAMETOXAZOL 40MG/200MG-5ML X 60ML SUSP PED (TRETINYX) ANGELUS;2.75;0.00%;1/11/2025;1000
7707816985783;VITAFER-L FRASCO X 20ML (NATURAL MEDY);1.03;0.00%;1/11/2025;1000
7591616002135;VITAMINA C 100MG/ML X 120 SOL PED (VITACON C) BIOFARCO;2.52;0.00%;1/11/2025;1000
7594000851647;VITAMINA C 100MG/ML X 120ML SOL PED (BIOQUIMICA);2.74;0.00%;1/8/2026;1000
7598252001133;VITAMINA C 200MG/5ML X 120ML JAB PED (DISTAMIN C) DISTRILAB;2.98;0.00%;1/5/2026;1000
7591616000841;ZARZAPARRILLA X 120ML JAB (BIOFARCO);3.37;0.00%;1/10/2024;1000
791466996005;9 VIT ENERGYPLUS TUBO X 20 TAB EFERVECENTE SABOR A NARANJA (DPT);6.99;0.00%;1/10/2026;1000
7598750000485;ACECLOFENACO 100MG X 30 TAB (BRISTAMED) PHARMAMED;9.75;0.00%;1/6/2026;1000
7598750000478;ACECLOFENACO 200MG X 30 TAB (BRISTAMED) PHARMAMED;10.50;0.00%;1/5/2026;1000
CA5491;ACETAMINOFEN 500MG X 10 X 10 TAB (VIDA SANA);2.34;0.00%;1/5/2025;1000
7703712035362;ACETAMINOFEN 500MG X 30 X 10 TAB (COASPHARMA);10.77;0.00%;1/11/2025;1000
7594001101604;ACETAMINOFEN 650MG X 10 TAB (PLUS ANDEX);0.88;0.00%;1/11/2025;1000
7594000851289;ACETAMINOFEN 750MG X 10 TAB (BIOQUIMICA);1.79;0.00%;1/11/2024;1000
8906005118349;ACETAMINOFEN/CAFEINA 650MG/65MG X 10 TAB (EVERMED);1.38;0.00%;1/11/2025;1000
8904187887855;ACETAMINOFEN/CAFEINA 650MG/65MG X 10 TAB (VINCENTI);2.32;0.00%;1/1/2025;1000
7592601100140;ACETAMINOFEN/CAFEINA/CLORFENIRAMINA 325MG/18MG/2MG X 10 TAB (ASCAFYL) MEYER;2.77;0.00%;1/4/2026;1000
7592601100676;ACETAMINOFEN/CAFEINA/CLORFENIRAMINA 500MG/30MG/2MG X 10 TAB (ASCAFYL PLUS) MEYER;3.05;0.00%;1/4/2025;1000
8906130231180;ACETAMINOFEN/CAFEINA/ERGOTAMINA 650MG/50MG/1MG X 10 X 10 TAB (DOLOBRIX) BRIXMEDIC;16.78;0.00%;1/8/2025;1000
8906130231319;ACETAMINOFEN/CLORFENIRAMINA 500MG/2MG X 10 X 10 TAB (BRIXMEDIC);6.60;0.00%;1/12/2025;1000
7598252000198;ACETAMINOFEN/CLORFENIRAMINA 500MG/4MG X 20 TAB (DLORACE) DISTRILAB;2.09;0.00%;1/10/2024;1000
18906047594443;ACETAMINOFEN/IBUPROFENO/CAFEINA 325MG/200MG/40MG X 10 X 10 TAB (JMW);10.12;0.00%;1/2/2025;1000
18906047594450;ACETAMINOFEN/TIOCOLCHICOSIDO 500MG/4MG X 10 X 10 TAB (JMW);31.02;0.00%;1/8/2024;1000
7707355055282;ACETAMINOFEN/TIZANIDINA 350MG/2MG X 20 TAB (TIZAFEN) MEYER;10.44;0.00%;1/6/2025;1000
7598252101307;ACICLOVIR 200MG X 10 X 10 TAB (DISTRILAB);11.56;0.00%;1/1/2025;1000
7598008000090;ACICLOVIR 200MG X 10 X 10 TAB (LAND);4.95;0.00%;1/10/2024;1000
7750215003602;ACICLOVIR 200MG X 10 X 10 TAB (PORTUGAL);11.26;0.00%;1/10/2024;1000
7703712035256;ACICLOVIR 800MG X 10 TAB (COASPHARMA);6.87;0.00%;1/8/2025;1000
7703038067511;ACICLOVIR 800MG X 10 TAB BLISTER (LAPROFF);4.62;0.00%;1/1/2026;1000
8904187886490;ACIDO ACETILSALICILICO 81MG X 10 TAB (VINCENTI);1.13;0.00%;1/12/2024;1000
CA4426;ACIDO ACETILSALICILICO 81MG X 10 X 10 TAB (MEDEK);2.74;0.00%;1/3/2025;1000
7598852000765;ACIDO ACETILSALICILICO 81MG X 100 TAB (ASAPRUNI) UNIPHARMA;4.83;0.00%;1/8/2026;1000
7598008000762;ACIDO ACETILSALICILICO 81MG X 100 TAB (LAND);4.10;0.00%;1/11/2024;1000
7467922682173;ACIDO ACETILSALICILICO 81MG X 100 TAB (NORPRIM) FARQUI;3.69;0.00%;1/3/2026;1000
7591616001695;ACIDO BORICO X 10 CAPS VAGINALES (BIOFARCO);2.34;0.00%;1/10/2025;1000
7594001101338;ACIDO FOLICO 10MG X 20 TAB (PLUS ANDEX);0.94;0.00%;1/5/2026;1000
7594001101345;ACIDO FOLICO 10MG X 30 TAB (PLUS ANDEX);1.51;0.00%;1/2/2027;1000
7592601301479;ACIDO FOLICO 5MG X 30 TAB (MEYER);0.86;0.00%;1/2/2026;1000
7594001101314;ACIDO FOLICO 5MG X 30 TAB (PLUS ANDEX);1.38;0.00%;1/6/2027;1000
7705323123117;ACIDO IBANDRONICO 150MG X 1 TAB (IBANDROMET) MEYER;7.96;0.00%;1/8/2025;1000
8906005118370;ACIDO MEFENAMICO 500MG X 10 TAB (EVERMED);1.31;0.00%;1/12/2025;1000
7598869002226;ACIDO URSODESOXICOLICO 300MG X 30 TAB (NIO);21.42;0.00%;1/7/2026;1000
7594001100263;ALBENDAZOL 200 MG X 2 TAB (PLUS ANDEX);0.83;0.00%;1/8/2025;1000
7703712033405;ALBENDAZOL 200MG X 2 TAB (COASPHARMA);0.65;0.00%;1/10/2025;1000
7594001100256;ALBENDAZOL 200MG X 6 TAB (PLUS ANDEX);1.91;0.00%;1/7/2025;1000
7899095201330;ALBENDAZOL 400MG X 1 TAB (GEOLAB);0.62;0.00%;1/12/2024;1000
7468999193111;ALBENDAZOL 400MG X 1 TAB MAST (ALFA);0.56;0.00%;1/9/2025;1000
8902502106902;ALBENDAZOL 400MG X 10 X 10 TAB MASTICABLES (LARK);13.08;0.00%;1/10/2024;1000
7597533000148;ALOPURINOL 100MG X 10 TAB (ZAKI);0.63;0.00%;1/10/2025;1000
7598176000137;ALOPURINOL 100MG X 30 TAB (ANGELUS);2.54;0.00%;1/2/2025;1000
7598869002097;ALOPURINOL 100MG X 30 TAB (NIO);1.86;0.00%;1/1/2025;1000
8906082151475;ALOPURINOL 300MG X 30 TAB (FARMAMED);2.34;0.00%;1/1/2025;1000
7598869002103;ALOPURINOL 300MG X 30 TAB (NIO);4.06;0.00%;1/2/2025;1000
7592803002594;AMBROXOL/LORATADINA 30MG/5MG X 10 TAB (MUCLAR) DOLLDER;5.23;0.00%;1/12/2025;1000
7592601301578;AMBROXOL/LORATADINA 5MG/30MG X 10 TAB (BROLAT) MEYER;3.99;0.00%;1/11/2026;1000
8908020242276;AMIODARONA 200MG X 10 TAB (FARMAMED);2.08;0.00%;1/6/2026;1000
736372722478;AMIODARONA 200MG X 10 TAB (H&M);3.01;0.00%;1/3/2026;1000
7598008000113;AMIODARONA 200MG X 10 TAB (LAND);3.01;0.00%;1/7/2025;1000
7703038050063;AMITRIPTILINA 25MG X 4 X 10 TAB PAQ (LAPROFF);2.00;0.00%;1/9/2024;1000
8906130230800;AMLODIPINA 10MG 10 X 10 TAB ( BRIXMEDIC );5.50;0.00%;1/3/2024;1000
7592803000408;AMLODIPINA 10MG X 10 TAB (DILOTEX) DOLLDER;1.97;0.00%;1/7/2026;1000
7598869000253;AMLODIPINA 10MG X 10 TAB (NIO);0.29;0.00%;1/2/2025;1000
8904159414515;AMLODIPINA 10MG X 10 TAB 12X16 (ADN);0.40;0.00%;1/1/2025;1000
7750215007822;AMLODIPINA 10MG X 10 X 10 TAB (PORTUGAL);3.97;0.00%;1/4/2025;1000
7598869000239;AMLODIPINA 5MG X 10 TAB (NIO);0.25;0.00%;1/2/2025;1000
8906112611405;AMLODIPINA 5MG X 10 TAB 12X16 (ADN);0.28;0.00%;1/1/2025;1000
8904278580993;AMLODIPINA 5MG X 10 X 10 TAB (FAHD);3.71;0.00%;1/9/2024;1000
7598008000137;AMLODIPINA 5MG X 10 X 10 TAB (LAND);2.75;0.00%;1/1/2025;1000
7598176000342;AMLODIPINA 5MG X 30 TAB (ANGELUS);1.38;0.00%;1/11/2025;1000
7598981002456;AMLODIPINA 5MG X 30 TAB (JMW);2.41;0.00%;1/5/2026;1000
7598484001154;AMLODIPINA 5MG X 30 TAB (QUIMFAR);1.09;0.00%;1/2/2026;1000
8908009257758;AMLODIPINA/VALSARTAN 5MG/160MG X 10 TAB (VINCENTI);3.49;0.00%;1/3/2025;1000
7598176000359;AMLODIPINA/VALSARTAN 5MG/160MG X 30 TAB (ANGELUS);3.28;0.00%;28/2/2025;1000
7703712031876;AMLODIPINO 5MG X 10 TAB (COASPHARMA);0.40;0.00%;1/8/2025;1000
7598578000025;AMOXICILINA 500MG X 10 CAPS (DAC55);2.20;0.00%;1/12/2024;1000
7597533001589;AMOXICILINA 500MG X 10 CAPS (ZAKI);0.96;0.00%;1/10/2025;1000
6921875010229;AMOXICILINA 500MG X 10 X 10 CAPS (FAHD);14.44;0.00%;1/8/2026;1000
7598981000421;AMOXICILINA 500MG X 10 X 10 CAPS (JMW);13.24;0.00%;1/3/2026;1000
CA5493;AMOXICILINA 500MG X 10 X 10 CAPS (VIDA SANA);8.25;0.00%;1/4/2026;1000
7598484001017;AMOXICILINA 500MG X 8 CAPS (QUIMFAR);1.94;0.00%;1/1/2025;1000
8906156850273;AMOXICILINA/AC CLAVULANICO 500MG/125MG X 10 TAB (JUVIMOX-CV) ADN;4.81;0.00%;1/5/2025;1000
CA5492;AMOXICILINA/AC CLAVULANICO 500MG/125MG X 20 TAB (VIDA SANA);4.81;0.00%;1/5/2025;1000
7750215026632;AMOXICILINA/AC CLAVULANICO 500MG/125MG X 10 TAB (CLAVUTRIM) PORTUGAL;7.98;0.00%;1/11/2025;1000
7598578000292;AMOXICILINA/AC CLAVULANICO 875/125MG X 10 TAB (DAC55);5.76;0.00%;1/2/2026;1000
8906045946216;AMOXICILINA/AC CLAVULANICO 875MG/125MG X 10 TAB (CLAVULAM) VINCENTI;8.64;0.00%;1/11/2024;1000
736372692078;AMOXICILINA/AC CLAVULANICO 875MG/125MG X 10 TAB (H&M);5.50;0.00%;1/1/2025;1000
7598800000137;AMOXICILINA/AC CLAVULANICO 875MG/125MG X 14 TAB (JD PHARMA);6.08;0.00%;1/4/2025;1000
8904097387148;AMOXICILINA/AC CLAVULANICO 875MG/125MG X 14 TAB (AMOXICLAV) ADN;8.08;0.00%;1/4/2025;1000
7596347802405;AMOXICILINA/AC CLAVULANICO 875MG/125MG X 14 TAB (AMOXIPRAD-CL) DPT;7.79;0.00%;1/8/2024;1000
7750215020647;AMOXICILINA/AC CLAVULANICO 875MG/125MG X 14 TAB (CLAVUTRIM) PORTUGAL;10.84;0.00%;1/2/2025;1000
7598252000266;AMOXICILINA/AC CLAVULANICO 875MG/125MG X 14 TAB (DOXICLAV) DISTRILAB;10.26;0.00%;1/7/2025;1000
6921875009728;AMOXICILINA/AC CLAVULANICO 875MG/125MG X 14 TAB (KMPLUS);8.86;0.00%;1/8/2025;1000
791466996319;AMOXICILINA/AC CLAVULANICO 875MG/125MG X 16 TAB (AMOXIPRAD-CL) DPT;8.54;0.00%;1/9/2025;1000
7591585213198;AMOXICILINA/AC CLAVULANICO 875MG/125MG X 16 TAB (FULGRAM) LETI;18.70;0.00%;1/5/2025;1000
CA5494;AMPICILINA 500MG X 10 X 10 CAPS (VIDA SANA);8.53;0.00%;1/4/2026;1000
7750215029398;ANTIGRIPAL X 10 TAB (COMTREX) PORTUGAL;2.49;0.00%;1/2/2025;1000
7598750000546;APIXABAN 2.5MG X 20 TAB (APIXAMED) PHARMAMED;7.88;0.00%;1/8/2026;1000
7598176000762;APIXABAN 5MG X 30 TAB (ZIMINAX) ANGELUS;9.00;0.00%;1/11/2024;1000
7598869000277;ATENOLOL 100MG X 10 TAB (NIO);0.38;0.00%;1/2/2025;1000
8906130230831;ATENOLOL 100MG X 10 X 10 TAB (BRIXMEDIC);6.33;0.00%;1/5/2024;1000
7598869000284;ATENOLOL 100MG X 30 TAB (NIO);0.72;0.00%;0002-02-01;1000
7598008000168;ATENOLOL 25MG X 10 X 10 TAB (LAND);1.02;0.00%;1/6/2024;1000
8906130230848;ATENOLOL 50MG X 10 X 10 TAB (BRIXMEDIC);4.40;0.00%;2/11/2024;1000
8902502105899;ATENOLOL 50MG X 10 X 10 TAB (COLIN);3.05;0.00%;1/12/2025;1000
7598008000175;ATENOLOL 50MG X 10 X 10 TAB (LAND);2.20;0.00%;1/1/2025;1000
791466993400;ATORVASTATINA 20 MG X 10 TAB (DROLIPID) DPT;0.65;0.00%;1/1/2026;1000
8906005117564;ATORVASTATINA 20 MG X 30 TAB (FARMAMED);1.91;0.00%;1/5/2026;1000
8906130230855;ATORVASTATINA 20MG X 10 X 10 TAB (BRIXMEDIC);10.45;0.00%;1/2/2025;1000
8906109691267;ATORVASTATINA 20MG X 14 TAB (ADN);1.03;0.00%;1/6/2024;1000
7597758000732;ATORVASTATINA 20MG X 30 TAB (ALESS);3.33;0.00%;2/11/2024;1000
7598176000250;ATORVASTATINA 20MG X 30 TAB (ANGELUS);2.50;0.00%;1/7/2026;1000
675696260139;ATORVASTATINA 20MG X 30 TAB (BUKA);2.06;0.00%;1/9/2024;1000
736372722485;ATORVASTATINA 20MG X 30 TAB (H&M);2.31;0.00%;1/2/2026;1000
7598869000116;ATORVASTATINA 20MG X 30 TAB (NIO);1.58;0.00%;1/1/2025;1000
8906130230862;ATORVASTATINA 40 MG X 10 X 10 TAB (BRIXMEDIC);13.48;0.00%;1/2/2025;1000
8906089281342;ATORVASTATINA 40MG X 10 X 10 TAB (CRUZ VERDE);3.78;0.00%;1/5/2024;1000
7597758000749;ATORVASTATINA 40MG X 30 TAB (ALESS);4.29;0.00%;1/11/2024;1000
7598176000502;ATORVASTATINA 40MG X 30 TAB (ANGELUS);2.56;0.00%;1/11/2025;1000
8906005118783;ATORVASTATINA 40MG X 30 TAB (FARMAMED);2.54;0.00%;1/5/2026;1000
736372722461;ATORVASTATINA 40MG X 30 TAB (H&M);2.58;0.00%;1/2/2026;1000
7598869000109;ATORVASTATINA 40MG X 30 TAB (NIO);2.08;0.00%;1/1/2025;1000
7598431000193;ATORVASTATINA/EZETIMIBA 20MG/10MG X 30 TAB (ATOLIPOL DUO) VINCENTI;7.73;0.00%;1/6/2026;1000
7598431000186;ATORVASTATINA/EZETIMIBA 40MG/10MG X 30 TAB (ATOLIPOL DUO) VINCENTI;7.85;0.00%;1/5/2026;1000
7594001101369;AZITROMICINA 500MG X 5 TAB (AZITRODEX) PLUS ANDEX;3.42;0.00%;1/3/2026;1000
7703038754541;AZITROMICINA 500MG X 10 X 3 TAB (LAPROFF);14.73;0.00%;1/6/2024;1000
7598852000321;AZITROMICINA 500MG X 3 TAB (UNITROM) UNIPHARMA;2.06;0.00%;1/2/2025;1000
7597533000131;AZITROMICINA 500MG X 3 TAB (ZAKI);1.31;0.00%;1/3/2026;1000
8906109691237;AZITROMICINA 500MG X 5 TAB (ADN);2.48;0.00%;1/5/2025;1000
675696259973;AZITROMICINA 500MG X 5 TAB (BUKA);2.34;0.00%;1/4/2026;1000
7703258011240;BELARA X 21 TABLETAS (GRUNENTHAL);13.86;0.00%;1/1/2025;1000
8908020242283;BETAHISTINA 16MG X 20 TAB (FARMAMED);2.97;0.00%;1/6/2026;1000
736372722492;BETAHISTINA 16MG X 30 TAB (H&M);3.96;0.00%;1/3/2026;1000
7706127001588;BETAHISTINA 16MG X 30 TAB (MOMENTA);4.78;0.00%;1/6/2025;1000
736372722454;BETAHISTINA 8MG X 30 TAB (H&M);2.80;0.00%;1/1/2026;1000
7598455000551;BISOPROLOL 1.25 X 30 TAB (BIOGLASS);3.37;0.00%;1/4/2026;1000
7598176000205;BISOPROLOL 10MG X 30 TAB (ANGELUS);1.98;0.00%;1/6/2024;1000
8906082150997;BISOPROLOL 10MG X 30 TAB (FARMAMED);0.77;0.00%;1/7/2024;1000
8906130230886;BISOPROLOL 2.5MG X 10 X 10 TAB (BRIXMEDIC);4.40;0.00%;1/12/2025;1000
791466994827;BISOPROLOL 2.5MG X 30 TAB (DPT);1.69;0.00%;1/11/2025;1000
791466994834;BISOPROLOL 5MG X 30 TAB ( DPT);1.87;0.00%;1/11/2024;1000
7597758000121;BISOPROLOL 5MG X 30 TAB (ALESS);4.94;0.00%;1/6/2024;1000
7467922681626;BISOPROLOL 5MG X 30 TAB (BISOPRUNI) UNIPHARMA;3.01;0.00%;1/6/2024;1000
8904324102001;BISOPROLOL 5MG X 30 TAB (EDS);2.36;0.00%;1/8/2024;1000
8906112610453;BISOPROLOL 5MG X 30 TAB (PRABISO) ADN;1.35;0.00%;1/3/2025;1000
7597758000091;BISOPROLOL/HIDROCLOROTIAZIDA 2.5MG/6.25MG X 15 TAB (ALESS);2.56;0.00%;30/6/2024;1000
8904187887831;BULTIBROMURO HIOSCINA/IBUPROFENO 20MG/400MG X 10 TAB (VINCENTI);3.40;0.00%;1/8/2026;1000
7594001101451;BUTILAMINA COMPUESTA X 20 TAB (HIOSCINA/DIPIRONA) PLUS ANDEX;5.21;0.00%;1/2/2027;1000
8908020242290;BUTILBROMURO DE HIOSCINA 10MG X 10 TAB (FARMAMED);1.65;0.00%;1/6/2026;1000
791466994841;BUTILBROMURO DE HIOSCINA 10MG X 20 TAB (COLIPRAD) DPT;3.30;0.00%;1/9/2024;1000
7703038066491;BUTILBROMURO HIOSCINA 10MG X 30 X 10 TAB (LAPROFF);41.98;0.00%;1/1/2025;1000
7598252000068;BUTILBROMURO HIOSCINA/DIPIRONA 10MG/250MG X 20 TAB (DISCAPINA) DISTRILAB;4.65;0.00%;1/6/2026;1000
7598455000568;CABERGOLINA 0.5MG X 4 TAB (BIOGLASS);4.84;0.00%;1/4/2025;1000
7597134002190;CAL-MAG 250MG/250MG X 70 CAPS (LA ABEJITA);6.59;0.00%;1/11/2025;1000
7598008000786;CALCIO/VITAMINA D3 250MG/125UI X 10 TAB (LAND);0.77;0.00%;1/12/2024;1000
7467922682227;CANDERSARTAN 8MG X 30 TAB (FARQUI);6.41;0.00%;1/7/2026;1000
791466993431;CANDESARTAN 16MG X 10 TAB (DROPRES16) DPT;1.56;0.00%;1/1/2026;1000
7596347802450;CANDESARTAN 8MG X 10 TAB (DROPRES8) DPT;1.15;0.00%;1/1/2026;1000
7598008001448;CAPTOPRIL 25MG X 10 TAB (LAND);0.47;0.00%;1/7/2025;1000
7750215000632;CAPTOPRIL 25MG X 10 X 10 TAB (PORTUGAL);5.68;0.00%;1/4/2026;1000
18906047593613;CAPTOPRIL 25MG X 10 X 10 TAB (JMW);6.78;0.00%;1/10/2024;1000
18906047593620;CAPTOPRIL 50MG X 10 X 10 TAB (JMW);8.94;0.00%;1/10/2024;1000
7598981002500;CAPTOPRIL 50MG X 30 TAB (JMW);4.96;0.00%;1/4/2026;1000
8906130230909;CARBAMAZEPINA 200MG X 10 X 10 TAB (BRIXMEDIC);14.57;0.00%;1/3/2025;1000
7598176000243;CARBAMAZEPINA 200MG X 30 TAB (ANGELUS);2.42;0.00%;1/7/2025;1000
7468999185208;CARBAMAZEPINA 200MG X 5 X 10 TAB (ALFA);8.04;0.00%;1/2/2025;1000
7598176000786;CARBAMAZEPINA 400MG X 30 TAB (ANGELUS);4.91;0.00%;1/11/2025;1000
7598008001233;CARBIDOPA/LEVODOPA 25MG/250MG X 10 TAB (LAND);2.63;0.00%;1/1/2025;1000
8906089281441;CARBONATO DE CALCIO 300MG X 10 X 10 TAB MASTICABLES (JMW);6.19;0.00%;1/11/2024;1000
CA4149;CARBONATO DE CALCIO 600MG X 10 X 10 TAB (BRIXMEDIC);5.77;0.00%;1/6/2025;1000
7592601303176;CARBONATO DE CALCIO 750MG X 10 TAB MASTICABLE SABOR BANANA (APLACAL) MEYER;5.75;0.00%;1/4/2025;1000
7592601303145;CARBONATO DE CALCIO 750MG X 10 TAB MASTICABLE SABOR FRAMBUESA (APLACAL) MEYER;5.75;0.00%;1/2/2026;1000
7592601303169;CARBONATO DE CALCIO 750MG X 10 TAB MASTICABLE SABOR MANDARINA (APLACAL) MEYER;5.75;0.00%;1/4/2025;1000
7592601303152;CARBONATO DE CALCIO 750MG X 10 TAB MASTICABLE SABOR MENTA (APLACAL) MEYER;5.75;0.00%;1/7/2025;1000
CA3012;CARBONATO DE CALCIO/VITAMINA D3 1250MG/250UI X 10 TAB (KMPLUS);0.70;0.00%;1/7/2025;1000
7591243807868;CARBONATO DE LITIO 300MG X 20 CAPS (BIOTECH);9.24;0.00%;1/9/2027;1000
7598869002240;CARBONATO DE LITIO 300MG X 30 TAB (NIO);3.77;0.00%;1/6/2026;1000
8906112610460;CARVEDILOL 12.5 MG X 20 TAB (CARVIHEM) ADN;1.44;0.00%;1/5/2026;1000
A9CN1JLTAB;CARVEDILOL 12.5MG X 10 TAB (JL);0.73;0.00%;1/5/2024;1000
730170649043;CARVEDILOL 12.5MG X 10 TAB (KMPLUS);0.89;0.00%;1/6/2026;1000
7598008001943;CARVEDILOL 12.5MG X 10 TAB (LAND);0.67;0.00%;1/12/2025;1000
7598429001072;CARVEDILOL 12.5MG X 10 X 10 TAB (CAMBRIDGE);7.98;0.00%;1/4/2026;1000
7598176000267;CARVEDILOL 12.5MG X 30 TAB (ANGELUS);2.39;0.00%;1/7/2025;1000
7598252101666;CARVEDILOL 12.5MG X 30 TAB (DISTRILAB);3.30;0.00%;1/4/2025;1000
736372722263;CARVEDILOL 12.5MG X 30 TAB (H&M);2.61;0.00%;1/4/2026;1000
7598008000274;CARVEDILOL 25MG X 10 TAB (LAND);0.94;10.00%;1/12/2025;1000
8906112610477;CARVEDILOL 6.25MG X 30 TAB (CARVIHEM) ADN;1.03;0.00%;1/5/2026;1000
730170648923;CARVEDILOL 6.25 X 10 TAB (KMPLUS);0.67;0.00%;1/6/2026;1000
75980080001950;CARVEDILOL 6.25MG X 10 TAB (LAND);0.55;0.00%;1/12/2025;1000
736372722256;CARVEDILOL 6.25MG X 30 TAB (H&M);1.79;0.00%;1/4/2026;1000
7597134002121;CASTAÑO DE INDIA X 70 CAPS (LA ABEJITA);6.78;0.00%;1/1/2026;1000
7598800000175;CEFADROXILO 500MG X 10 CAPS (JD PHARMA);2.62;0.00%;1/3/2025;1000
7598484001239;CEFADROXILO 500MG X 10 CAPS (QUIMFAR);3.56;0.00%;1/5/2025;1000
675696259997;CEFADROXILO 500MG X 10 TAB (BUKA);2.61;0.00%;1/4/2026;1000
7598578000070;CEFADROXILO 500MG X 10 TAB (DAC55);3.30;0.00%;1/9/2026;1000
791466993455;CEFADROXILO 500MG X 10 TAB (DROVEDROXIL) DPT;3.14;0.00%;1/8/2025;1000
7598650000219;CEFADROXILO 500MG X 10 TAB (JL);3.06;10.00%;1/10/2026;1000
8904307701030;CEFALEXINA 500MG X 10 TAB (LEXIWELL) HUMAN BIOSCIENCE;2.99;10.00%;1/2/2026;1000
7598677000230;CEFIXIMA 400MG X 10 TAB (KAZEPINA) CLEO PHARMA;4.45;0.00%;1/8/2026;1000
8906130230923;CEFIXIMA 400MG X 10 X 10 TAB (BRIXMEDIC);43.98;0.00%;1/11/2025;1000
7597533000087;CEFIXIMA 400MG X 5 TAB (ZAKI);2.44;0.00%;1/10/2025;1000
7598750000126;CEFTIBUTEN 400MG X 5 CAPS (CEFTIMED) PHARMAMED;34.15;0.00%;1/12/2025;1000
7598429001782;CEFUROXIMA 250MG X 10 TAB (CAMBRIDGE);5.53;0.00%;1/6/2024;1000
7707213870170;CERAZETTE 0.075 MG X 28 TAB (MSD);8.25;0.00%;1/2/2026;1000
8906142160874;CETIRIZINA 10MG X 10 TAB (ALERBLOC) ADN;0.41;0.00%;1/5/2026;1000
7592601100690;CETIRIZINA 10MG X 10 TAB (CETRAL) MEYER;1.03;0.00%;1/2/2026;1000
7592803001832;CETIRIZINA 10MG X 10 TAB (TALERC) DOLLDER;1.90;0.00%;1/2/2026;1000
CA5495;CETIRIZINA 10MG X 10 X 10 TAB (VIDA SANA);2.89;0.00%;1/4/2026;1000
7597134002114;CHANCAPIEDRA X 70 CAPS (LA ABEJITA);3.89;0.00%;1/1/2026;1000
7598869002110;CINARIZINA 25MG X 20 TAB (NIO);1.72;0.00%;1/1/2025;1000
7592803004116;CINARIZINA 25MG X 30 TAB (CINAREN) DOLLDER;3.20;0.00%;1/11/2027;1000
7598869000321;CINARIZINA 75MG X 20 TAB (NIO);2.89;0.00%;1/1/2025;1000
7592803000118;CINNARIZINA 75MG X 20 TAB (CINAREN) DOLLDER;4.28;0.00%;1/11/2027;1000
796167622574;CIPROFLOXACINA 500 MG X 10 TAB (NY PHARMA);0.93;0.00%;1/3/2026;1000
8906112610392;CIPROFLOXACINA 500 MG X 6 TAB 12X16 (PRACIPRO) ADN;0.72;0.00%;1/6/2025;1000
8904151800989;CIPROFLOXACINA 500MG 10 X 10 TAB (FAHD);11.14;0.00%;1/3/2025;1000
7598176000021;CIPROFLOXACINA 500MG X 10 TAB (ANGELUS);1.40;0.00%;1/7/2025;1000
7598852000659;CIPROFLOXACINA 500MG X 10 TAB (CIPRUNI) UNIPHARMA;2.61;0.00%;1/3/2025;1000
736372795694;CIPROFLOXACINA 500MG X 10 TAB (FAHD);1.29;0.00%;1/3/2025;1000
745604632867;CIPROFLOXACINA 500MG X 10 TAB (GAMA);1.17;0.00%;1/5/2026;1000
736372722515;CIPROFLOXACINA 500MG X 10 TAB (H&M);1.09;0.00%;1/1/2026;1000
7598484001031;CIPROFLOXACINA 500MG X 10 TAB (QUIMFAR);1.66;0.00%;1/3/2025;1000
7597533000308;CIPROFLOXACINA 500MG X 10 TAB (ZAKI);0.92;0.00%;1/12/2025;1000
